Time	P1_pad	P3b_pad	P3a_pad	P1_cup	P2_cup	P3_cup	P1_green	P2_green	P3_green	P1_pink	P2_pink	P3_pink	P1_ripe	P2_ripe	P3_ripe	null1	null2	null3
K10293	20.07	19.76	18.85	15.67	16.03	15.77	17.31	15.4	14.54	13.68	15.62	14.9	14.36	15.99	14.16	0	0	0
K10295	0	34.12	0	29.9	0	52.28	28.17	31.34	0	0	30.43	0	0	29.05	24.73	0	0	0
K10355	0	667.01	0	0	1097.21	973.15	605.91	0	701.29	1392.06	1298.23	1258.54	0	1257.06	1199.53	0	0	0
K10357	57.86	30.55	0	21.61	29.43	24.37	40.23	28.46	15.71	50.1	30.55	25.79	13.54	34.75	37.73	0	0	0
K10363	142.43	0	97.19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10364	0	28.03	23.42	17.38	56.6	28.41	23.86	22.84	20.84	20.59	22.91	21.31	28.65	22.98	21.75	0	0	0
K10365	0	31.83	0	0	35.61	0	26.39	27.46	61.44	86.08	36.93	30.06	0	92.73	32.17	0	0	0
K10380	35.37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10389	17.53	16.82	18.34	15.46	19.33	17.33	14.61	15.37	12.13	21.44	20	22.33	8.76	20.18	17.66	0	0	0
K10393	38.76	54.97	51.02	47.07	33.03	33.63	43.89	45.98	27.65	17.01	17.33	40.41	13.7	45.69	31.05	0	0	0
K10395	33.9	30.33	29.83	3.67	37	6.6	38.31	0	24.42	6.38	11.57	0	6.65	15.18	6.08	0	0	0
K10396	0	2.68	0	2.56	3.68	2.67	0	0	0	0	0	0	0	0	0	0	0	0
K10398	15.94	27.41	14.41	36.31	4.27	44.19	22.41	23.89	9.94	7.15	5.86	5.81	3.61	7.34	6.37	0	0	0
K10400	5.83	5.65	4.61	4.36	5.04	5.93	3.82	0	2.25	0	0	0	0	0	0	0	0	0
K10401	125.36	7.47	6.94	4.53	9.63	7	4.75	22.78	11.22	2.94	1.77	55.36	12.58	0	6.75	0	0	0
K10403	3.73	5.53	3.65	4	6.26	5.64	6	2.27	3.07	4.59	2.49	2.2	5.49	3.56	2.39	0	0	0
K10405	11.93	9.22	9.9	14.56	11.24	11.26	55.47	16.76	27.53	2.79	2.25	1.88	0	0	0	0	0	0
K10406	11.82	19.02	9.78	3.18	4.59	14.82	4.79	2.46	7.57	3.48	3.2	4.66	10.99	2.83	10.87	0	0	0
K10418	75.21	52.62	54.84	7.52	59.42	60.81	64.47	43.53	4.27	30.71	4.44	4.38	20.5	135.96	6.21	0	0	0
K10436	16.3	27	5.57	11.32	41.5	14.13	10.94	7.92	7.76	7.15	6.82	5.84	5.75	7.91	5.92	0	0	0
K10446	26.81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10454	0	0	26.28	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10457	0	44.87	0	104.44	51.78	47.92	0	0	100.2	30.59	57.8	26.85	0	30.83	30.87	0	0	0
K10458	6.24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10465	4.23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10520	10.72	39.83	11.21	11.11	10.86	10.33	9.17	10.03	9.32	10.91	10.26	10.32	19.71	11.73	11.89	0	0	0
K10521	53.13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10523	126.57	32.19	5.47	131.99	9.77	109.26	8.16	114.99	57.72	4.21	3.33	3.97	2.88	71.18	67.84	0	0	0
K10525	98.2	137.32	146.36	0	132.44	142.96	120.82	0	102.79	61.87	50.17	16.84	15.18	48.67	32.65	0	0	0
K10526	48.86	54.4	52.34	44.33	46.78	45.92	54.17	32.42	49.94	43.79	22.47	21.15	21.77	23.73	27.14	0	0	0
K10527	218.94	60.79	37.37	33.12	39.35	64.55	116.06	23.43	78.68	226.73	35.43	50.21	34.79	0	33.97	0	0	0
K10528	428.69	515.4	404.08	701.86	603.98	610.23	632.1	103.28	442.28	184.95	188.23	89.77	56.13	117.24	191.59	0	0	0
K10529	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10532	25.28	14.46	14.54	19.18	18.3	14.21	20.77	12.43	14.09	6.89	6.66	7.14	4.16	6.88	9.3	0	0	0
K10534	3.05	2.16	2.53	3.14	3.88	4.11	9.2	13.57	13.7	21.14	23.34	24.46	14.27	22.2	0	0	0	0
K10536	0	52.59	0	0	0	51.96	0	234.79	0	24.75	27.08	25.13	21.78	26.03	27.94	0	0	0
K10563	0	24.87	28.85	22.92	22.12	21.47	0	12.58	18.47	7.61	7.05	8.1	7.81	7.27	7.73	0	0	0
K10569	64.88	0	36.24	0	98.42	110.96	119.18	0	74.41	0	0	0	10.9	0	0	0	0	0
K10570	7.58	0	6.89	7.11	7.42	7.68	7.55	9.35	0	7.46	7.04	7.76	30.27	10.4	8.38	0	0	0
K10571	22.89	0	0	0	17.78	18.48	13.84	0	0	5.24	6.78	6.09	5.77	5.54	5.85	0	0	0
K10572	18.21	17.06	19.77	11.62	12.72	11.63	14	18.54	52.31	11.56	13.68	11.21	12.54	13.34	11.2	0	0	0
K10573	178.17	91.69	232.26	118.74	154.05	226.31	679.09	206.24	223.43	247.01	281.14	282.91	216.58	329.18	266.48	0	0	0
K10575	225.63	112.89	154.23	168.61	157.05	158.55	0	178.88	181.8	207.25	190.94	143.55	371.37	178.9	199.86	0	0	0
K10576	62.9	26.7	62.66	74.22	60.35	66.91	102.07	59.47	80.38	179.54	153.83	130.23	240.39	160.35	134.26	0	0	0
K10577	0	177.2	209.82	175.7	0	0	181.89	128.12	120.88	238.68	261.76	243.11	372.23	302.76	0	0	0	0
K10578	32.29	94.27	26.92	126.87	130.87	129.48	149.56	113.62	118.45	211.34	215.61	213.56	286.99	219.46	206	0	0	0
K10579	154.79	146.52	153.15	154.64	176.19	146.88	186.08	151.13	164.55	206.38	214.94	192.63	238.59	228.43	194.02	0	0	0
K10580	66.91	157.15	156.29	91.44	178.04	182.6	107.33	153.75	176.17	166.36	172.16	173.21	159.27	183.97	153.14	0	0	0
K10581	26.02	27.11	27.15	39.32	14.24	14.7	15.25	13.16	9.64	21.04	20.1	11.98	9.78	20.74	18.78	0	0	0
K10583	42.1	31.38	33.53	0	32.14	38.65	28.35	17.38	20.85	9.48	9.62	10.47	7.67	10.7	11.73	0	0	0
K10586	0	0	46	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10588	12.85	11.58	25.2	13.18	13.11	13.56	14.04	51.97	11.02	7.7	8.42	8.54	12.32	8.04	8.7	0	0	0
K10589	47.68	0	0	0	0	0	49.39	0	54.81	0	0	45.64	52.9	0	0	0	0	0
K10590	51.56	83.55	53.87	52.49	43.19	40.24	54.32	49.84	47.51	53.88	59.73	60.37	51.52	41.91	61.02	0	0	0
K10591	0	66.72	39.14	34.07	40.96	40.95	78.97	0	0	66.9	69.15	63.76	91.75	67.7	65.18	0	0	0
K10592	37.24	42.78	42.4	45.3	54.32	30.58	70.29	59.48	60.47	39.27	47.15	48.77	37.77	33.01	44.57	0	0	0
K10597	51.47	48.92	49.7	41.51	45.97	42.34	77.08	41.71	42.6	106.15	62.43	63.46	59.27	61.47	92.1	0	0	0
K10598	16.25	16.67	16.14	16.44	17.71	17.61	16.54	0	14.32	13.39	13.01	0	0	0	12.9	0	0	0
K10599	72.99	0	74.34	0	55.23	55.51	56.55	47.41	50.53	37.61	41.93	40.15	16.93	40.39	40.27	0	0	0
K10601	24.43	35.9	34.86	45.12	58.83	0	0	0	0	46.29	48.24	0	71.56	0	35.9	0	0	0
K10603	8.33	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10604	0	31.96	0	29.02	29.25	0	36.02	39.34	51.86	0	0	0	24.94	64.97	58.65	0	0	0
K10609	0	141.74	0	0	0	0	0	0	296.63	58.66	49.16	60.24	75.09	0	0	0	0	0
K10610	0	97.05	0	37.97	0	143.05	48.78	0	0	0	0	0	0	0	0	0	0	0
K10624	0	0	0	28.82	0	0	19.43	0	0	18.69	0	16.74	0	21.22	8.11	0	0	0
K10627	0	0	29.18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10631	0	0	0	23.04	14.9	10.5	10.71	10.16	0	10.5	13.23	19.83	9.54	23.67	16.72	0	0	0
K10632	14.72	15.09	15.18	11.45	13.47	13.43	12.74	18.13	19.48	11.56	11.26	12.59	13.26	14.83	12.62	0	0	0
K10635	0	0	0	0	45.24	0	0	0	0	0	0	0	0	0	0	0	0	0
K10636	19.88	20.41	19.81	20.36	20.04	18.69	31.08	27.53	28.42	34.71	38.4	39.56	41.74	36.82	34.6	0	0	0
K10638	40.24	13.31	13.32	6.75	8.07	7.39	39.51	0	223.89	2.76	2.48	2.2	2.94	3.94	2.78	0	0	0
K10639	3.84	4.43	4.55	3.04	4.11	0	0	2.49	3.78	3.02	4.55	2.76	4.14	3.11	5.25	0	0	0
K10640	19.52	21.31	17.52	0	19.53	17.83	20.44	18.24	19.55	16.11	17.03	0	18.81	25.28	16.07	0	0	0
K10642	37.42	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10643	36.28	22.52	28.82	31.72	22.53	42.43	28.46	23.52	17.17	16.57	6.16	25.43	47.48	25.88	34.41	0	0	0
K10661	87.73	49.27	68.49	26.77	57.82	61.59	62.11	0	45.24	76.86	54.97	91.65	78.95	49.75	48.7	0	0	0
K10664	6.44	16.47	5.53	19.43	19.69	6.08	5.37	44.12	16.19	3.91	20.24	18.04	14.15	19.13	3.85	0	0	0
K10666	176.73	43.79	38.15	49.3	79.97	40.91	26.86	14.17	26.23	7.28	21.95	33.12	483.46	26.4	48.22	0	0	0
K10669	0	0	16.02	16.3	18.5	19.85	0	0	0	12.14	11.39	10.27	0	13.69	10.48	0	0	0
K10680	40.92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10683	5.33	5.91	5.93	5.17	5.25	3.39	6.04	2.45	3.26	3.12	3.6	2.8	6.45	3.47	3.14	0	0	0
K10684	109.03	49.72	50.31	34.27	37.09	39.44	34.77	42.53	31.24	34.59	31.28	32.69	23.24	33.69	30.7	0	0	0
K10685	38.85	33.02	0	0	24.75	26.44	0	19.11	21.22	17.48	18.3	18.49	15.01	17.47	18.4	0	0	0
K10686	26.02	0	39.4	27.97	36.2	0	33.24	29.14	21.46	38.39	30.46	0	0	43.36	681.5	0	0	0
K10688	44.59	81.91	25.03	37.22	30.97	72.02	57.52	63.45	58.98	56.83	65.3	55.98	58.26	67.2	57.2	0	0	0
K10689	51.58	193.78	0	0	141.69	0	113.23	155.14	94.79	0	0	0	0	0	110.35	0	0	0
K10691	23.36	27.42	27.68	22.03	23.55	24.45	31.52	26.26	23.81	20.71	24.94	22.32	18.23	17.69	24.73	0	0	0
K10695	69.3	0	39.47	0	40.04	22.37	28.44	21.85	110.96	40.79	64.07	82.23	0	64.17	91.82	0	0	0
K10696	83.47	82.06	0	0	0	50.78	0	0	26.87	171.98	0	14.03	16.66	37.47	69.08	0	0	0
K10703	105.9	71.88	59.73	52.46	84.7	62.83	104.89	94.99	90.38	50	51.53	59.25	36.02	47.87	49.08	0	0	0
K10704	22.53	57.85	60.12	18.88	18.48	244.96	17.66	15.45	97.79	113.43	228.78	137.91	168.46	12.69	54.69	0	0	0
K10706	16.62	10.24	25.5	5.51	18.72	5.64	6.72	8.59	4.92	15.7	7.58	16.11	19.84	14.47	7.19	0	0	0
K10712	43.76	41.24	50.68	2.76	42.79	49.34	5.98	44.95	40.9	67.78	70.62	62.88	4.55	95.4	65.67	0	0	0
K10717	0	0	0	0	4.49	3.05	7.03	4.49	4.21	2.05	0	0	0	2.78	0	0	0	0
K10727	0	17.72	9.34	2.64	7.32	5.85	8.44	5.44	5.09	2.64	3.04	4.04	0	5.05	2.95	0	0	0
K10728	12.94	2.82	12.66	9.35	6.32	3.77	9.23	9.3	2.7	0	6.02	7.6	5.02	5.87	6.69	0	0	0
K10730	2.89	2.27	3.34	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10732	5.88	0	0	0	0	1.59	0	0	0	0	0	0	0	0	0	0	0	0
K10733	10.2	9.08	10.21	0	0	5.64	0	3.31	3.37	0	0	0	0	0	0	0	0	0
K10734	4.9	4.68	4.62	0	5.02	3.18	0	0	0	0	0	0	0	0	0	0	0	0
K10735	0	0	0	0	0	8.78	0	0	0	0	0	0	0	0	0	0	0	0
K10736	4.85	4.96	4.78	2.86	3.95	4.04	0	2.62	2.45	0	0	1.68	0	1.6	0	0	0	0
K10738	4.18	3.97	3.92	0	4.33	0	0	0	0	0	0	0	0	0	0	0	0	0
K10739	13.58	19.58	18.86	4.52	0	7.05	8.64	2.72	8.44	0	27.79	0	0	23.06	26.29	0	0	0
K10740	24.63	21.25	23.64	11.09	15.56	14.9	18.27	7.09	9.56	0	0	1.66	0	0	0	0	0	0
K10742	6.93	7.11	6.34	3.53	3.73	3.49	5.32	2.21	3.31	0	0	0	0	0	0	0	0	0
K10743	24.48	23.02	25.9	18.7	21.22	20.82	15.27	12.23	19.48	7.46	5.14	3.36	3.76	5.28	3.76	0	0	0
K10744	20.84	19.03	20.26	45.32	0	0	14.42	8.26	12.7	5.71	5.42	6.6	5.84	6.96	5.75	0	0	0
K10745	6.25	4.44	7.14	3.03	3.29	3.23	0	2.46	0	0	0	0	0	0	0	0	0	0
K10746	4.87	3.57	3.56	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10747	27.86	21.21	21.6	4.84	4.95	6.77	9.28	14.69	14.13	5.69	8.17	8.58	5.51	3.45	4.51	0	0	0
K10750	11.24	10.5	11.67	7.83	8.46	7.87	8.45	15.38	8.45	7.76	8.7	10.27	6.98	9.51	7.85	0	0	0
K10751	8.1	7.84	7.51	4.02	4.96	4.23	7.59	3.64	3.84	0	1.77	1.72	0	0	0	0	0	0
K10752	48.22	82.3	53.42	12.15	41.99	38.86	37.78	34.74	31.81	34.98	5.02	36.48	31.34	44.51	42.66	0	0	0
K10753	21.36	19.9	18.48	12.73	15.37	15.65	12.71	9.77	9.56	9.49	8.79	10.45	6.93	9.03	8.88	0	0	0
K10754	47.76	100.73	0	72.62	36.75	45.07	0	67.13	68.37	42.51	41.88	43.87	54.08	0	45.28	0	0	0
K10755	20.79	19.52	18.72	18.22	12.77	10.8	14.71	9.97	10.01	5.68	5.37	4.44	6.91	6.59	6.82	0	0	0
K10756	28.97	29.86	45.33	23.07	19.59	27.99	20.67	17.28	23.01	12.34	11.23	9.71	12.18	11.79	44.41	0	0	0
K10757	235.41	0	197.63	0	5.38	0	0	0	0	0	0	0	0	0	0	0	0	0
K10758	10.21	26.61	0	9.73	10.87	10.35	12.28	9.06	13.77	9.32	11.71	11.74	7.6	10.02	9.83	0	0	0
K10760	0	0	0	0	0	0	0	3.34	3.2	4.5	0	0	4.95	8.77	3.01	0	0	0
K10761	12.77	10.76	0	0	12.65	9.73	8.25	6.68	9.1	5.52	6.16	0	7.71	5.46	5.49	0	0	0
K10765	17.94	10.06	8.9	8.4	8.44	8.02	9.12	6.89	6.76	5.28	5.49	4.99	0	5.08	5.44	0	0	0
K10767	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10768	45.95	40.06	0	36.08	31.17	39.36	0	0	0	14.35	15.04	14.11	10.93	14.24	13.91	0	0	0
K10770	8.74	8.45	10.12	13.99	7.6	15.64	13.04	7.03	13.19	6.48	12.87	6.77	48.51	15.26	14.32	0	0	0
K10772	5.14	4.58	4.61	4.93	4.59	4.32	5.67	3.98	4.42	4.02	3.96	3.93	5.39	3.96	0	0	0	0
K10773	61.45	7.1	7.58	6.07	7.61	13.18	6.36	32.89	24.11	4.62	4.66	6.11	4.12	5.29	6.34	0	0	0
K10775	239	117.51	126.69	64.85	5.97	70.01	0	23.93	99.52	199.29	175.9	355.86	39.44	401.55	5.85	0	0	0
K10777	59.02	31.48	77.24	6.17	86.83	6.71	62.96	0	7.06	4.59	3.69	6.09	3.66	3.85	4.78	0	0	0
K10779	16.57	70	16.64	12.02	12.43	13.04	13.18	17.51	11.51	8.22	8.55	32.77	12.57	8.81	9.01	0	0	0
K10781	61.95	53.83	0	0	82.72	78.04	81.01	81.7	62.56	79.59	76.91	71.52	201.6	86.81	74.01	0	0	0
K10782	0	0	29.3	43.06	0	0	30.01	42.3	27.53	82.64	0	20.1	0	0	149	0	0	0
K10798	11.07	9.95	11.27	12.3	13.41	13.94	15.7	6.32	7.95	6.12	20.27	46.73	5.66	3.82	25.03	0	0	0
K10799	485.61	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10801	10	8.67	7.79	9.34	0	7.86	7.45	7.28	8.44	7.91	6.39	8.48	7.35	9.08	8.68	0	0	0
K10802	232.81	216.47	223.55	206.92	194.92	161.32	224.06	138.22	193.11	194.5	212.28	302.29	140.53	242.5	183.23	0	0	0
K10803	13.58	13.7	14.49	38.79	13.43	12.54	14.86	0	0	10.19	9.43	10.63	14.25	9.75	9.41	0	0	0
K10807	73.11	0	18.13	0	0	13.87	8.68	0	5.43	3.04	2.23	2.75	5.59	3.21	3.82	0	0	0
K10808	24.26	71.69	32.71	14.4	17.9	19.33	20.43	11.1	9.13	4.82	4.53	4.77	6.58	5.67	4.94	0	0	0
K10838	7.78	7.34	9.51	4.62	4.54	3.99	7.11	4.18	5.08	2.58	3.42	2.77	3.6	3.98	3.77	0	0	0
K10839	213.31	55.94	90.53	52.91	57.44	59.87	49.69	35.35	35.69	42.23	111.79	28.44	21.6	40.49	46.57	0	0	0
K10841	16.87	27.75	19.9	0	11.49	11.37	11.3	9.86	10.17	8.09	12.7	8.94	15.63	4	11.67	0	0	0
K10842	7	10.71	6.11	22.02	23.72	15.02	14	7.64	19.18	11.64	10.69	12.34	11.3	11.5	9.78	0	0	0
K10843	47.27	0	0	87.26	55.11	0	104.4	0	0	59.25	56.78	0	113.82	57.48	130.78	0	0	0
K10844	9.03	8.91	8.38	0	6.65	7.57	8.26	0	5.31	6.38	5.21	5.33	0	5.61	5.61	0	0	0
K10845	0	0	0	0	0	0	0	0	61.48	0	0	0	0	0	0	0	0	0
K10846	8.67	7.33	6.8	7.1	6.56	3.9	6.49	4.39	6.05	5.23	5.48	10.42	5.86	7.23	4.02	0	0	0
K10848	8.74	8.57	16.13	6.46	7.47	7.55	7.48	5.52	6.73	0	0	9.48	0	10.25	10.72	0	0	0
K10849	0	47.13	85.3	0	19.43	0	32.48	28.7	13.61	0	18.16	12.46	42.21	15.04	14.67	0	0	0
K10858	9.15	9.4	8.7	6.02	6.89	5.13	6.89	5.51	7.03	2.23	2.33	2.6	3.87	2.51	3.56	0	0	0
K10860	0	0	7.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10862	15.02	12.64	15.59	14.06	17.5	18	17.06	14.39	15.86	6.74	6.42	6.51	8.29	8.13	8.02	0	0	0
K10863	12.89	12.64	13.32	10.65	11.82	13.53	12.06	9.37	9.91	8.21	7.96	18.34	8.8	8.25	8.01	0	0	0
K10865	5.99	0	6.1	3.76	4.43	5.02	5.59	4.25	0	3.36	2.83	0	3.07	2.32	3.91	0	0	0
K10866	17.67	19.74	19.83	13.51	13.65	13.49	15.38	14.73	14.63	9.92	10.31	10.22	6.27	0	10.08	0	0	0
K10867	10.28	9.62	19.88	8.85	10.12	9.71	9.57	7.93	8.89	41.23	7.63	7.26	8.36	7.83	7.19	0	0	0
K10869	3.98	3.63	3.43	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0
K10870	4.75	6.03	4.74	3.89	4.83	3.88	0	2.32	4.37	0	2.32	2.3	3.81	0	0	0	0	0
K10871	3.35	0	5.21	2.46	4.5	4.12	4.42	0	0	2.12	0	3.26	3.74	0	2.35	0	0	0
K10872	0	14.91	5.14	5.99	10.41	0	6.6	9.22	7.07	0	2.6	0	4.67	3.37	0	0	0	0
K10875	7.82	30.24	35.64	3.58	5.47	3.99	7.06	2.77	24.64	3.4	1.95	17.14	5.59	6.63	8.95	0	0	0
K10878	0	17.26	17.65	7.68	7.94	0	0	4.02	8.78	4.42	4.16	5.26	4.15	2.97	5.42	0	0	0
K10879	0	15.2	15.88	14.45	11.9	13.27	14.51	10.65	11.96	11.51	11.77	9.93	0	11.86	10.81	0	0	0
K10880	4.15	4.44	0	2.64	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10882	0	7.47	18.62	6.63	7.14	15.86	6.59	5.62	37.3	2.56	2.95	3.96	3.82	4.41	4.09	0	0	0
K10884	21.88	22.05	22.2	19.45	23.1	20.56	0	0	0	7.86	0	6.64	0	43.17	44.16	0	0	0
K10885	10.72	10.38	10.23	7.83	8.15	7.57	7.12	5.3	7.43	3.92	2.43	2.9	3.18	3.3	8.74	0	0	0
K10886	3.55	0	0	3.44	0	0	0	0	0	0	0	1.32	0	0	0	0	0	0
K10896	5.08	3.18	0	5.36	0	5.02	5.79	3.73	4.63	2.96	2.6	3.18	2	3.22	1.86	0	0	0
K10899	36.58	0	7.78	5.55	10.16	8.7	6.94	5.75	6.01	4.92	0	4.95	6.52	0	4.41	0	0	0
K10900	3.78	5.3	3.97	3.74	7.63	4.84	8.24	4.03	3.45	3.87	2.53	7.8	0	3.09	2.83	0	0	0
K10901	2.81	13.86	21.65	13.59	12.21	0	7.16	0	8.37	16.21	0	5.37	0	5.05	5.5	0	0	0
K10903	5.21	5.78	5.4	2.69	7.39	4.3	5.27	4.35	4.49	1.81	0	3.3	0	0	3.06	0	0	0
K10904	15.75	13.84	12.93	8.13	8.96	7.47	7.48	4.58	7.69	3.04	2.54	2.39	0	2.53	3.24	0	0	0
K10908	6.43	7.56	68	65.19	20.11	4.34	35.9	0	40.42	5.11	0	13.01	0	17.3	0	0	0	0
K10949	24.84	21.17	22.48	11.07	20.22	27.69	14.16	15.2	119.05	19.04	28.03	27.76	22.05	36.52	70.37	0	0	0
K10950	0	28.62	0	24.62	34.33	29.56	0	18.8	24.13	22.63	26	28.35	34.13	22.97	20.9	0	0	0
K10956	302.1	28.29	223.47	158.8	26.58	185.11	353.08	9.4	230.33	9.72	128.3	9.13	267.94	273.81	255.54	0	0	0
K10960	272.5	283.44	275.13	307.33	264.63	242.31	275.54	134.92	166.59	140.36	67.55	62.28	37.52	45.41	67.73	0	0	0
K10976	27.29	0	29.65	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K10990	3.74	4.28	4.8	4.49	4.94	5.33	0	2.86	3.61	0	0	1.57	0	0	0	0	0	0
K10994	13.44	8.39	9.38	6.07	6.72	6.57	8.35	5.48	8.46	3.56	3.19	0	5.27	3.53	3.42	0	0	0
K10999	143.12	119.11	183.56	286.91	326.26	272.71	379.38	348.25	166.69	153.47	123.4	159.87	136.49	58.29	63.4	0	0	0
K11000	34.42	33.4	133.24	23.93	66.18	61.94	134.92	36.59	67	30.14	27.45	26.6	16.19	31.17	17.12	0	0	0
K11001	0	0	0	0	0	0	0	0	0	0	51.73	0	0	0	0	0	0	0
K11086	61.79	159.6	55.9	0	0	40.68	22.37	29.08	22.95	62.28	43.95	27.01	25.16	52.08	29.31	0	0	0
K11087	129.83	128.98	131.76	138.7	130.82	145.53	143.85	116.99	0	151.42	131.55	121.87	201.19	139.42	146.23	0	0	0
K11088	102.02	93.62	90.65	72	78.9	78.9	76.66	43.62	62.91	48.6	50.29	46.46	47.73	42.98	51.07	0	0	0
K11090	60.26	65.94	64.88	40.28	45.88	44.4	49.52	37.76	42.24	43.48	39.97	32.69	29.67	35.4	41.53	0	0	0
K11091	42.12	41.17	80.84	36.14	40.38	39.11	37.05	30.56	34.15	0	31.03	34.89	38.89	35.23	31.88	0	0	0
K11092	69.16	62.14	62.95	44.78	49.09	46.48	47.42	40.16	46.35	46.18	42.47	36.71	44.4	44.11	45.99	0	0	0
K11093	0	0	94.76	0	0	0	79.53	68.33	0	0	0	0	0	0	0	0	0	0
K11094	60.18	45.68	55.18	40.85	29.85	26.95	30.5	33.66	35.66	31.99	25.87	29.5	30.94	29.12	32.48	0	0	0
K11095	85.29	96.17	0	57.08	186.36	0	0	71.5	66.29	72.38	71.34	101.04	83.75	85.8	62.79	0	0	0
K11096	155.13	144.92	172.56	98.86	109.6	119.33	105.3	91.42	98.48	101.39	84.76	80.45	97.4	104.22	94.84	0	0	0
K11108	21.66	22.47	21.96	0	15.55	14.77	18.32	14.69	0	16.97	0	15.62	0	17.41	16.36	0	0	0
K11109	8.95	0	8.91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11121	0	0	4.78	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
K11126	6.75	4.05	4.66	4.05	5.49	5.17	5.75	4.26	3.85	0	4.89	4.53	3.99	4.99	5.85	0	0	0
K11128	0	43.76	54.92	34.87	29.95	0	37.64	29.83	27.41	43.24	0	21.85	29.71	28.73	34.9	0	0	0
K11129	141.77	130.59	202.07	101.51	121.57	0	131.25	106.77	120.35	114.36	80.83	78.59	0	168.75	92.23	0	0	0
K11130	0	41.24	42.34	0	0	0	51.41	36.25	0	0	40.25	0	60.97	42.23	41.12	0	0	0
K11131	46.14	62.44	64	0	29.87	29.67	37.53	18.8	28.84	25.78	41.08	30.3	21.61	36.26	34	0	0	0
K11135	29.96	26.85	25.95	22.86	24	42.85	40.21	21.78	22.69	34.35	27.45	31.86	57.08	28.47	0	0	0	0
K11136	3.85	4.31	5.62	2.91	5.29	3.85	7.23	1.99	3.63	0	0	0	2.52	1.32	2.61	0	0	0
K11137	10.98	11.35	11.64	9.56	9.27	9.83	0	7.98	8.68	19.13	10.28	0	10.35	11.48	9.75	0	0	0
K11138	0	4.33	0	4.22	0	4.1	4.71	3.7	3.71	0	0	0	0	0	0	0	0	0
K11145	55.04	50.93	51.62	49.63	45.39	44	45.92	24.87	42.21	11.3	12.31	14.02	7.75	9.3	10.04	0	0	0
K11147	68.34	56.35	64.63	63.71	68.48	76.76	69.91	58.05	65.29	84.05	76.7	73.61	129.19	86.25	81.07	0	0	0
K11153	0	14.57	0	9.07	9.72	11.05	7.44	0	0	7.02	9.33	12.07	0	0	6.86	0	0	0
K11155	15.85	15.31	14.08	15.38	16.47	38.5	17.45	15.72	13.55	19.73	20.94	20.97	18.36	18.01	18.09	0	0	0
K11159	134.61	124.9	130.86	97.79	88.15	84.93	103.81	64.31	88.01	138.57	149.49	145.47	0	159.53	0	0	0	0
K11165	0	52.88	0	56.82	64.51	68.09	89.18	115.35	116.36	84.13	100.28	75	178.37	123.65	108.76	0	0	0
K11168	0	27.75	0	21.86	20.97	20.35	19.34	11.44	20.76	18.96	18.93	20.42	7.31	14.58	16.96	0	0	0
K11188	0	0	0	0	0	0	7.84	144.58	59.18	0	66.86	121.22	11.65	52.27	53.63	0	0	0
K11251	181.98	31.61	102.46	242.91	327.69	424.63	83.96	4.87	81.7	52.55	44.84	3.27	85.08	4.4	103.04	0	0	0
K11252	631.22	269.42	563.73	215.06	606.84	617.55	750.43	35.72	297.66	138.48	454.92	570.16	90.58	115.76	402.54	0	0	0
K11253	251.51	993.29	138.6	181.16	317.52	136.68	197.7	285.65	3.61	168.66	357.46	98.06	462.78	571.47	2.26	0	0	0
K11254	645.4	0	0	315.24	320.85	639.1	0	298.4	0	0	215.41	304	173.34	102.46	280.37	0	0	0
K11262	69.01	0	75.79	48.71	0	127.95	80.3	0	69.86	121.29	100.91	101.58	36.85	0	0	0	0	0
K11266	27.54	27.63	27.74	20.03	21	20.49	22.11	22.7	24.3	19.22	20.14	19.75	21.67	21.55	20.26	0	0	0
K11267	20.2	21.29	11.18	555.18	15.11	14.23	15.46	14.88	14.78	11.82	12	12.35	11.61	11.12	3.63	0	0	0
